"age","government_work","education","marital_status","occupation","relationship","ethnicity","gender","capital_gain","capital_loss","hours_per_week","income","country"
38,"Private","HS to grad","Never married","Other service","Unmarried","White","Female",0,0,40,"<=50K","United States"
27,"Private","Some to college","Never married","Adm clerical","Own child","White","Female",0,0,40,"<=50K","United States"
48,"Self emp inc","7th to 8th","Married civ spouse","Craft repair","Husband","White","Male",0,0,50,">50K","United States"
37,"State gov","Masters","Married civ spouse","Prof specialty","Husband","White","Male",0,0,60,">50K","United States"
63,"Self emp not inc","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,30,"<=50K","United States"
27,"State gov","HS to grad","Never married","Transport moving","Not in family","Amer Indian Eskimo","Male",0,0,38,">50K","United States"
20,"Private","Some to college","Never married","Sales","Own child","White","Male",0,0,25,"<=50K","United States"
26,"Private","Masters","Married civ spouse","Prof specialty","Husband","White","Male",0,1887,40,">50K","United States"
21,NA,"10th","Never married",NA,"Own child","Black","Male",0,0,40,"<=50K","United States"
51,"Self emp not inc","Assoc to acdm","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,"<=50K","United States"
28,"Private","Assoc to acdm","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,">50K","United States"
35,"Private","Masters","Married civ spouse","Sales","Husband","White","Male",0,0,55,">50K","United States"
21,NA,"Some to college","Never married",NA,"Not in family","White","Female",0,0,43,"<=50K","United States"
65,"Private","7th to 8th","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
54,"Local gov","Assoc to voc","Married civ spouse","Transport moving","Husband","Black","Male",0,0,40,"<=50K","United States"
39,"Private","7th to 8th","Never married","Other service","Own child","White","Male",0,1602,35,"<=50K","United States"
24,"Private","Some to college","Never married","Adm clerical","Own child","Black","Female",0,0,40,"<=50K","United States"
36,"Private","Bachelors","Never married","Exec managerial","Not in family","Asian Pac Islander","Female",0,0,40,"<=50K","United States"
70,NA,"Some to college","Married civ spouse",NA,"Husband","White","Male",0,0,10,">50K","United States"
52,"Private","HS to grad","Divorced","Craft repair","Not in family","White","Male",0,0,40,">50K","United States"
64,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
43,"Private","Some to college","Divorced","Craft repair","Not in family","White","Male",0,0,40,"<=50K","United States"
44,"Private","Assoc to voc","Never married","Priv house serv","Not in family","White","Male",594,0,25,"<=50K","United States"
47,"Federal gov","HS to grad","Separated","Adm clerical","Unmarried","White","Female",0,0,40,"<=50K","United States"
32,"Private","12th","Married civ spouse","Handlers cleaners","Husband","White","Male",0,0,40,"<=50K","United States"
20,"Private","Some to college","Never married","Sales","Own child","White","Female",0,0,30,"<=50K","United States"
33,"Private","Some to college","Never married","Adm clerical","Not in family","White","Female",0,0,38,"<=50K","United States"
49,"Private","7th to 8th","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
31,"Private","HS to grad","Married civ spouse","Sales","Wife","White","Female",0,0,18,"<=50K","United States"
62,"Self emp not inc","HS to grad","Never married","Other service","Unmarried","White","Female",0,0,6,"<=50K","United States"
44,"Private","Some to college","Divorced","Craft repair","Not in family","White","Male",0,0,55,"<=50K","United States"
28,"Local gov","HS to grad","Married civ spouse","Protective serv","Husband","White","Male",3908,0,40,"<=50K","United States"
68,"Local gov","Masters","Widowed","Prof specialty","Unmarried","Black","Female",0,0,40,">50K","United States"
40,"Federal gov","Some to college","Never married","Adm clerical","Unmarried","White","Female",0,0,40,"<=50K","United States"
46,"Private","7th to 8th","Never married","Handlers cleaners","Not in family","White","Male",0,0,50,"<=50K","United States"
22,"Private","HS to grad","Never married","Machine op inspct","Own child","White","Female",0,0,40,"<=50K","United States"
37,"Self emp not inc","Bachelors","Divorced","Tech support","Not in family","White","Male",0,0,15,"<=50K","United States"
62,"Private","Masters","Never married","Prof specialty","Not in family","White","Male",0,0,70,"<=50K","United States"
37,"Private","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,50,">50K","United States"
35,"Private","HS to grad","Never married","Sales","Not in family","White","Male",4787,0,40,">50K","United States"
44,"Private","HS to grad","Married civ spouse","Sales","Husband","White","Male",0,0,68,"<=50K","United States"
41,"Private","Assoc to voc","Married civ spouse","Sales","Husband","White","Male",0,0,40,">50K","United States"
36,"Local gov","Bachelors","Divorced","Prof specialty","Unmarried","White","Male",0,0,40,"<=50K","United States"
26,"Private","Bachelors","Divorced","Other service","Not in family","White","Female",0,0,45,"<=50K","United States"
48,"Federal gov","HS to grad","Married civ spouse","Transport moving","Husband","Black","Male",0,0,40,">50K","United States"
21,"Private","HS to grad","Never married","Other service","Not in family","White","Female",0,0,28,"<=50K","United States"
39,"Private","Prof to school","Married civ spouse","Craft repair","Husband","White","Male",7688,0,40,">50K","United States"
38,"Private","Assoc to voc","Divorced","Prof specialty","Not in family","White","Female",14344,0,40,">50K","United States"
44,"Private","Assoc to voc","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,">50K","United States"
25,"Private","9th","Never married","Transport moving","Other relative","White","Male",0,0,40,"<=50K","United States"
32,"Local gov","Bachelors","Never married","Prof specialty","Not in family","White","Female",0,0,50,"<=50K","United States"
47,"Private","Some to college","Never married","Adm clerical","Not in family","White","Female",0,0,40,">50K","United States"
26,"Private","Some to college","Never married","Handlers cleaners","Own child","White","Male",0,0,40,"<=50K","United States"
31,"Private","Bachelors","Never married","Prof specialty","Not in family","Black","Female",14084,0,60,">50K","United States"
23,"Private","Assoc to voc","Never married","Exec managerial","Own child","White","Male",0,0,40,"<=50K","United States"
41,"Federal gov","Some to college","Divorced","Prof specialty","Unmarried","White","Female",0,0,40,">50K","United States"
55,"Self emp not inc","Some to college","Married civ spouse","Exec managerial","Husband","Black","Male",0,0,25,"<=50K","United States"
23,"Private","Some to college","Divorced","Exec managerial","Unmarried","White","Female",0,0,25,"<=50K","United States"
45,"Private","HS to grad","Married civ spouse","Adm clerical","Husband","Black","Male",7298,0,40,">50K","United States"
42,"Local gov","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,1485,40,"<=50K","United States"
29,"Private","Some to college","Never married","Prof specialty","Not in family","White","Male",0,0,15,"<=50K","United States"
48,"Private","Masters","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,"<=50K","United States"
36,"Private","Some to college","Divorced","Craft repair","Unmarried","White","Male",0,0,40,"<=50K","United States"
52,"Self emp inc","Bachelors","Married civ spouse","Sales","Husband","White","Male",15024,0,50,">50K","United States"
46,"Private","Assoc to voc","Divorced","Craft repair","Unmarried","White","Male",0,0,40,"<=50K","United States"
34,"Private","Some to college","Never married","Adm clerical","Own child","White","Male",0,0,40,"<=50K","United States"
18,"Private","HS to grad","Never married","Machine op inspct","Own child","White","Female",0,0,40,"<=50K","United States"
18,"Private","Some to college","Never married","Other service","Own child","White","Female",0,0,24,"<=50K","United States"
42,"Private","7th to 8th","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
64,NA,"Some to college","Married civ spouse",NA,"Husband","White","Male",0,0,40,"<=50K","United States"
36,"Private","Masters","Married civ spouse","Exec managerial","Husband","White","Male",0,0,45,">50K","United States"
20,NA,"11th","Never married",NA,"Own child","Black","Female",0,0,20,"<=50K","United States"
52,"Self emp inc","Prof to school","Married civ spouse","Sales","Husband","White","Male",0,0,40,">50K","United States"
44,"Self emp inc","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,45,">50K","United States"
53,"Private","Some to college","Married civ spouse","Sales","Husband","White","Male",0,0,60,">50K","United States"
36,"Private","Bachelors","Married civ spouse","Sales","Husband","White","Male",0,0,60,">50K","United States"
27,"Private","Bachelors","Never married","Tech support","Other relative","Asian Pac Islander","Male",0,0,40,"<=50K","United States"
52,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,60,"<=50K","United States"
60,"Self emp not inc","Masters","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,"<=50K","United States"
41,"Private","Assoc to acdm","Married civ spouse","Tech support","Husband","White","Male",0,0,45,">50K","United States"
64,"Self emp not inc","Prof to school","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,">50K","United States"
54,"Local gov","Assoc to voc","Divorced","Craft repair","Not in family","White","Male",0,0,40,"<=50K","United States"
21,"Private","HS to grad","Never married","Handlers cleaners","Own child","White","Male",0,0,40,"<=50K","United States"
63,"Self emp not inc","Masters","Married civ spouse","Farming fishing","Husband","White","Male",41310,0,50,"<=50K","United States"
37,"Private","HS to grad","Divorced","Other service","Not in family","White","Female",0,0,30,"<=50K","United States"
22,"Private","HS to grad","Never married","Transport moving","Not in family","White","Male",0,0,35,"<=50K","United States"
54,"Private","7th to 8th","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
54,"Private","10th","Divorced","Other service","Unmarried","White","Female",0,0,40,"<=50K","United States"
60,"Local gov","HS to grad","Married civ spouse","Other service","Husband","White","Male",0,0,40,"<=50K","United States"
19,"Private","11th","Never married","Handlers cleaners","Own child","White","Male",0,0,25,"<=50K","United States"
25,"Local gov","HS to grad","Divorced","Adm clerical","Not in family","White","Female",0,0,40,"<=50K","United States"
51,"Local gov","HS to grad","Married civ spouse","Adm clerical","Wife","White","Female",0,0,40,"<=50K","United States"
47,"Federal gov","HS to grad","Never married","Exec managerial","Not in family","White","Female",0,0,40,"<=50K","United States"
44,"Self emp not inc","10th","Never married","Craft repair","Own child","White","Male",0,0,50,"<=50K","United States"
18,NA,"Some to college","Never married",NA,"Own child","White","Female",0,0,30,"<=50K","United States"
57,"Private","HS to grad","Widowed","Prof specialty","Not in family","White","Female",0,0,57,"<=50K","United States"
22,"Private","Some to college","Never married","Sales","Own child","White","Male",0,0,34,"<=50K","United States"
36,"State gov","Some to college","Divorced","Other service","Unmarried","Black","Female",0,0,20,"<=50K","United States"
33,NA,"HS to grad","Married civ spouse",NA,"Wife","White","Female",0,1485,38,"<=50K","United States"
39,"Private","Some to college","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
49,"Private","Doctorate","Married civ spouse","Prof specialty","Husband","Other","Male",0,0,50,">50K","United States"
35,"Private","Some to college","Married civ spouse","Adm clerical","Husband","White","Male",0,0,38,"<=50K","United States"
40,"Self emp inc","Assoc to acdm","Divorced","Sales","Unmarried","White","Female",1506,0,40,"<=50K","United States"
30,"Private","Bachelors","Never married","Exec managerial","Not in family","White","Female",0,0,40,"<=50K","United States"
25,"Private","HS to grad","Never married","Sales","Not in family","White","Male",0,1504,37,"<=50K","United States"
25,"Private","Some to college","Married civ spouse","Adm clerical","Husband","Black","Male",0,1902,36,">50K","United States"
37,"Private","Masters","Married civ spouse","Adm clerical","Husband","White","Male",7688,0,50,">50K","United States"
53,"Self emp not inc","Prof to school","Divorced","Prof specialty","Not in family","White","Male",0,0,60,">50K","United States"
34,"Self emp not inc","Assoc to acdm","Never married","Prof specialty","Not in family","White","Female",0,0,25,"<=50K","United States"
18,"Private","HS to grad","Never married","Sales","Own child","White","Female",0,0,20,"<=50K","United States"
52,NA,"Masters","Married civ spouse",NA,"Wife","White","Female",15024,0,40,">50K","United States"
45,"Private","HS to grad","Divorced","Sales","Unmarried","Black","Male",5455,0,40,"<=50K","United States"
19,"Private","Some to college","Never married","Adm clerical","Own child","White","Female",0,2001,40,"<=50K","United States"
33,"Self emp inc","Bachelors","Married civ spouse","Sales","Husband","White","Male",0,0,65,"<=50K","United States"
45,"State gov","Some to college","Married civ spouse","Adm clerical","Husband","White","Male",0,0,40,"<=50K","United States"
43,"State gov","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,35,">50K","United States"
40,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,35,"<=50K","United States"
41,"Self emp not inc","Bachelors","Married civ spouse","Farming fishing","Husband","White","Male",0,0,75,">50K","United States"
25,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,1579,40,"<=50K","United States"
22,"Private","Bachelors","Never married","Adm clerical","Own child","White","Female",0,0,32,"<=50K","United States"
52,"Private","Some to college","Never married","Adm clerical","Unmarried","White","Male",0,0,45,"<=50K","United States"
32,"State gov","Doctorate","Never married","Prof specialty","Not in family","White","Female",0,0,70,"<=50K","United States"
26,"Private","Bachelors","Never married","Transport moving","Own child","White","Male",0,0,20,"<=50K","United States"
24,"Private","Some to college","Divorced","Other service","Not in family","Black","Male",0,0,40,"<=50K","United States"
37,"Private","HS to grad","Divorced","Machine op inspct","Unmarried","Black","Female",0,0,40,"<=50K","United States"
49,"Private","HS to grad","Divorced","Other service","Not in family","White","Female",0,0,40,"<=50K","United States"
43,"Local gov","Masters","Married civ spouse","Prof specialty","Husband","White","Male",0,0,50,"<=50K","United States"
35,"Private","HS to grad","Never married","Machine op inspct","Not in family","White","Male",0,0,40,"<=50K","United States"
37,"Private","Prof to school","Married civ spouse","Prof specialty","Husband","White","Male",0,0,50,">50K","United States"
17,"Private","11th","Never married","Sales","Own child","White","Male",0,0,20,"<=50K","United States"
48,"Private","HS to grad","Married civ spouse","Transport moving","Husband","White","Male",0,0,55,">50K","United States"
40,NA,"Masters","Divorced",NA,"Own child","White","Female",0,0,55,"<=50K","United States"
26,"Private","Some to college","Never married","Adm clerical","Own child","White","Male",2597,0,40,"<=50K","United States"
21,"Private","Some to college","Never married","Sales","Own child","White","Female",0,0,15,"<=50K","United States"
54,"Private","10th","Divorced","Other service","Not in family","White","Male",0,0,70,"<=50K","United States"
40,"Private","Bachelors","Divorced","Adm clerical","Not in family","Black","Female",0,0,40,"<=50K","United States"
51,"Private","Some to college","Separated","Exec managerial","Not in family","Black","Female",0,0,40,"<=50K","United States"
60,"Self emp not inc","HS to grad","Married civ spouse","Other service","Wife","Black","Female",0,0,50,"<=50K","United States"
22,"Private","Some to college","Never married","Sales","Own child","White","Male",0,0,8,"<=50K","United States"
20,"Private","HS to grad","Never married","Farming fishing","Own child","White","Male",0,0,40,"<=50K","United States"
21,"Private","11th","Never married","Farming fishing","Unmarried","White","Male",0,0,40,"<=50K","United States"
21,"Private","Some to college","Never married","Handlers cleaners","Not in family","White","Male",0,0,40,"<=50K","United States"
43,"Private","Some to college","Divorced","Adm clerical","Not in family","White","Female",0,0,44,"<=50K","United States"
36,"Private","Bachelors","Married civ spouse","Craft repair","Husband","White","Male",0,0,50,">50K","United States"
65,"State gov","HS to grad","Married civ spouse","Adm clerical","Husband","White","Male",0,2174,40,">50K","United States"
48,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,">50K","United States"
20,"Private","12th","Never married","Machine op inspct","Own child","White","Male",0,0,40,"<=50K","United States"
41,"State gov","HS to grad","Divorced","Exec managerial","Not in family","White","Female",0,0,40,"<=50K","United States"
55,"Self emp not inc","9th","Married civ spouse","Craft repair","Husband","White","Male",0,0,50,"<=50K","United States"
39,"Local gov","Bachelors","Divorced","Prof specialty","Unmarried","White","Female",0,0,40,"<=50K","United States"
41,"Federal gov","Some to college","Married civ spouse","Transport moving","Wife","White","Female",7298,0,40,">50K","United States"
80,"Private","Assoc to voc","Married civ spouse","Craft repair","Husband","White","Male",0,0,24,"<=50K","United States"
59,"State gov","10th","Married civ spouse","Farming fishing","Husband","White","Male",0,0,40,"<=50K","United States"
52,"Private","11th","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,">50K","United States"
39,"Private","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",3103,0,50,">50K","United States"
56,"Self emp not inc","Some to college","Married spouse absent","Prof specialty","Not in family","Black","Male",0,0,50,"<=50K","United States"
69,"Local gov","HS to grad","Widowed","Adm clerical","Not in family","Black","Female",0,0,20,"<=50K","United States"
49,"Private","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,50,">50K","United States"
33,"Private","HS to grad","Married civ spouse","Exec managerial","Husband","White","Male",5013,0,40,"<=50K","United States"
28,"Self emp inc","HS to grad","Married civ spouse","Exec managerial","Husband","White","Male",0,0,45,">50K","United States"
49,"Private","Some to college","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,">50K","United States"
51,"Local gov","HS to grad","Married spouse absent","Handlers cleaners","Unmarried","White","Male",0,0,40,"<=50K","United States"
42,"Private","Some to college","Divorced","Other service","Unmarried","White","Female",0,0,32,"<=50K","United States"
66,"Private","HS to grad","Widowed","Adm clerical","Not in family","White","Female",0,0,13,"<=50K","United States"
44,"Private","Assoc to voc","Separated","Craft repair","Other relative","White","Male",0,0,48,">50K","United States"
26,"Private","HS to grad","Divorced","Sales","Not in family","White","Male",0,0,40,"<=50K","United States"
43,"Private","Some to college","Divorced","Adm clerical","Unmarried","White","Female",0,0,40,"<=50K","United States"
28,"Private","10th","Never married","Machine op inspct","Not in family","White","Female",0,155,40,"<=50K","United States"
25,NA,"Bachelors","Never married",NA,"Own child","White","Female",0,0,30,"<=50K","United States"
17,"Private","11th","Never married","Sales","Own child","White","Female",0,0,8,"<=50K","United States"
52,"Private","Bachelors","Married civ spouse","Craft repair","Husband","White","Male",0,0,50,">50K","United States"
34,NA,"HS to grad","Separated",NA,"Own child","White","Female",0,0,8,"<=50K","United States"
24,"Private","Some to college","Never married","Handlers cleaners","Not in family","White","Male",0,0,40,"<=50K","United States"
41,NA,"Bachelors","Married spouse absent",NA,"Not in family","White","Male",0,0,30,"<=50K","United States"
65,"Private","Some to college","Widowed","Sales","Other relative","White","Female",0,0,45,"<=50K","United States"
36,"Self emp not inc","Some to college","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,">50K","United States"
19,"Private","HS to grad","Never married","Handlers cleaners","Other relative","White","Male",0,0,30,"<=50K","United States"
48,"Private","11th","Married civ spouse","Transport moving","Husband","White","Male",0,0,40,">50K","United States"
50,"Local gov","Assoc to voc","Married civ spouse","Protective serv","Husband","White","Male",0,0,40,">50K","United States"
21,"Private","Some to college","Never married","Other service","Own child","White","Male",0,0,25,"<=50K","United States"
36,"Private","HS to grad","Never married","Other service","Not in family","Black","Female",0,0,40,"<=50K","United States"
50,"Federal gov","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,"<=50K","United States"
49,"State gov","Masters","Married civ spouse","Sales","Husband","White","Male",99999,0,80,">50K","United States"
70,"Self emp inc","Doctorate","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,">50K","United States"
39,"Private","HS to grad","Divorced","Transport moving","Not in family","White","Male",0,0,40,"<=50K","United States"
44,"Private","Some to college","Divorced","Prof specialty","Not in family","White","Female",0,0,40,"<=50K","United States"
32,"Private","Bachelors","Married civ spouse","Tech support","Wife","White","Female",0,0,40,">50K","United States"
40,"Private","9th","Never married","Craft repair","Other relative","Black","Male",0,0,49,"<=50K","United States"
46,"Private","HS to grad","Married civ spouse","Craft repair","Husband","Black","Male",0,1902,40,">50K","United States"
21,NA,"Some to college","Never married",NA,"Own child","White","Male",0,0,20,"<=50K","United States"
47,"Private","11th","Divorced","Craft repair","Own child","White","Male",0,0,8,"<=50K","United States"
19,"Private","HS to grad","Never married","Adm clerical","Not in family","White","Male",0,0,30,"<=50K","United States"
22,"Private","Some to college","Never married","Adm clerical","Other relative","White","Female",0,0,16,"<=50K","United States"
20,"Private","Some to college","Never married","Protective serv","Own child","White","Female",0,0,16,"<=50K","United States"
46,"Local gov","Bachelors","Divorced","Prof specialty","Not in family","White","Female",4787,0,25,">50K","United States"
41,"Private","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",0,1977,45,">50K","United States"
17,"Private","10th","Never married","Prof specialty","Own child","Other","Female",0,0,15,"<=50K","United States"
41,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","Black","Male",0,0,40,"<=50K","United States"
28,"Private","HS to grad","Separated","Craft repair","Not in family","White","Male",0,1974,40,"<=50K","United States"
20,NA,"Some to college","Never married",NA,"Own child","White","Male",0,0,25,"<=50K","United States"
24,"Private","HS to grad","Never married","Other service","Not in family","White","Male",0,0,40,"<=50K","United States"
33,"Private","Some to college","Married civ spouse","Exec managerial","Husband","White","Male",0,0,50,"<=50K","United States"
44,"Federal gov","Some to college","Married civ spouse","Exec managerial","Husband","White","Male",0,0,55,">50K","United States"
26,"Self emp not inc","HS to grad","Never married","Prof specialty","Own child","Black","Female",0,0,40,"<=50K","United States"
47,"Self emp not inc","Assoc to voc","Married civ spouse","Sales","Husband","White","Male",0,0,40,">50K","United States"
24,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
58,"Federal gov","Bachelors","Married civ spouse","Exec managerial","Husband","Black","Male",0,0,40,">50K","United States"
41,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,2002,60,"<=50K","United States"
38,"Self emp not inc","7th to 8th","Married civ spouse","Sales","Husband","White","Male",0,0,35,">50K","United States"
21,"Private","Some to college","Never married","Adm clerical","Not in family","White","Female",0,0,40,"<=50K","United States"
33,"Private","Some to college","Never married","Exec managerial","Own child","White","Male",0,0,45,"<=50K","United States"
23,NA,"Some to college","Never married",NA,"Own child","White","Female",0,0,32,"<=50K","United States"
40,"Private","10th","Divorced","Machine op inspct","Unmarried","White","Female",0,0,40,"<=50K","United States"
47,"Local gov","HS to grad","Divorced","Exec managerial","Not in family","White","Female",0,0,40,"<=50K","United States"
41,"Private","Bachelors","Divorced","Exec managerial","Unmarried","Black","Female",0,0,40,"<=50K","United States"
38,"Private","Bachelors","Married civ spouse","Farming fishing","Husband","White","Male",0,0,50,"<=50K","United States"
50,"Private","7th to 8th","Divorced","Other service","Other relative","White","Female",0,0,40,"<=50K","United States"
45,"Private","HS to grad","Married spouse absent","Farming fishing","Other relative","Black","Male",0,0,40,"<=50K","United States"
33,"Private","HS to grad","Never married","Handlers cleaners","Not in family","White","Male",0,0,40,"<=50K","United States"
34,"Federal gov","Assoc to acdm","Never married","Adm clerical","Not in family","White","Male",0,0,40,"<=50K","United States"
65,"Private","Masters","Divorced","Sales","Not in family","White","Male",0,0,28,"<=50K","United States"
24,"Private","11th","Never married","Transport moving","Own child","White","Male",0,0,39,"<=50K","United States"
26,"Private","Bachelors","Never married","Machine op inspct","Other relative","White","Male",0,0,40,"<=50K","United States"
55,"Private","HS to grad","Divorced","Craft repair","Not in family","White","Male",0,0,40,"<=50K","United States"
43,"Local gov","Bachelors","Married civ spouse","Prof specialty","Husband","White","Male",0,0,40,"<=50K","United States"
37,"Private","Bachelors","Never married","Adm clerical","Other relative","Black","Female",0,0,40,"<=50K","United States"
22,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
21,"Private","11th","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
27,"Private","Masters","Never married","Machine op inspct","Not in family","White","Female",0,0,40,"<=50K","United States"
48,"Private","HS to grad","Married civ spouse","Adm clerical","Husband","White","Male",4386,0,45,">50K","United States"
24,"Private","Bachelors","Never married","Prof specialty","Unmarried","White","Female",0,0,40,"<=50K","United States"
18,"Never worked","11th","Never married",NA,"Own child","White","Female",0,0,10,"<=50K","United States"
53,"Local gov","HS to grad","Widowed","Other service","Not in family","White","Female",0,0,30,"<=50K","United States"
60,"Private","Some to college","Married civ spouse","Sales","Husband","White","Male",0,0,40,">50K","United States"
21,"Private","Some to college","Never married","Other service","Own child","White","Female",0,0,60,"<=50K","United States"
45,"Private","Some to college","Married civ spouse","Exec managerial","Husband","White","Male",0,0,60,">50K","United States"
76,"Self emp not inc","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,30,"<=50K","United States"
19,"Private","Some to college","Never married","Other service","Not in family","White","Female",0,0,30,"<=50K","United States"
54,"Private","Some to college","Divorced","Craft repair","Not in family","White","Male",0,0,40,"<=50K","United States"
23,"Private","Bachelors","Never married","Adm clerical","Not in family","White","Female",0,0,40,"<=50K","United States"
44,"Local gov","7th to 8th","Divorced","Handlers cleaners","Not in family","White","Male",0,0,40,"<=50K","United States"
27,"Private","Some to college","Divorced","Adm clerical","Unmarried","Black","Female",0,0,40,"<=50K","United States"
23,"Private","12th","Never married","Handlers cleaners","Own child","Amer Indian Eskimo","Male",0,0,40,"<=50K","United States"
37,"Self emp not inc","HS to grad","Married civ spouse","Farming fishing","Husband","White","Male",0,0,50,"<=50K","United States"
41,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,">50K","United States"
21,"State gov","Some to college","Never married","Adm clerical","Own child","White","Female",0,0,35,"<=50K","United States"
63,"Private","HS to grad","Never married","Machine op inspct","Not in family","White","Male",2174,0,40,"<=50K","United States"
35,"Private","11th","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
41,"Private","Some to college","Never married","Farming fishing","Not in family","White","Male",0,0,40,"<=50K","United States"
26,"Self emp inc","HS to grad","Never married","Sales","Own child","White","Male",0,0,50,"<=50K","United States"
36,"Local gov","Some to college","Married civ spouse","Tech support","Husband","White","Male",0,0,42,">50K","United States"
51,"Private","Some to college","Divorced","Exec managerial","Unmarried","Black","Female",0,0,50,"<=50K","United States"
41,"Private","HS to grad","Divorced","Adm clerical","Not in family","Other","Female",0,625,40,"<=50K","United States"
40,"Private","Prof to school","Married civ spouse","Prof specialty","Wife","White","Female",15024,0,30,">50K","United States"
32,"Private","Bachelors","Married civ spouse","Exec managerial","Husband","White","Male",4064,0,50,"<=50K","United States"
37,"Local gov","Bachelors","Married civ spouse","Adm clerical","Husband","White","Male",7298,0,40,">50K","United States"
40,"Self emp inc","Bachelors","Divorced","Exec managerial","Not in family","White","Male",0,0,40,"<=50K","United States"
56,"Private","Bachelors","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
50,"Private","HS to grad","Married civ spouse","Craft repair","Husband","White","Male",0,0,40,"<=50K","United States"
28,"Private","9th","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,42,"<=50K","United States"
28,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
19,"Self emp not inc","11th","Never married","Adm clerical","Own child","White","Female",0,0,30,"<=50K","United States"
44,"Private","HS to grad","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
42,"Self emp not inc","Prof to school","Divorced","Prof specialty","Unmarried","White","Female",7430,0,44,">50K","United States"
47,"Private","Some to college","Married civ spouse","Exec managerial","Husband","White","Male",0,0,40,">50K","United States"
31,"Private","Some to college","Married civ spouse","Machine op inspct","Husband","White","Male",0,0,40,"<=50K","United States"
61,"Private","11th","Married civ spouse","Other service","Husband","White","Male",0,0,40,">50K","United States"
21,"Private","Some to college","Never married","Adm clerical","Own child","White","Female",0,0,40,"<=50K","United States"
26,"Private","Bachelors","Married civ spouse","Other service","Husband","White","Male",0,0,45,">50K","United States"
58,"Private","HS to grad","Married civ spouse","Adm clerical","Wife","White","Female",0,0,40,">50K","United States"
35,"Private","Assoc to voc","Never married","Adm clerical","Not in family","Black","Female",0,0,40,"<=50K","United States"
29,"Local gov","Assoc to acdm","Never married","Adm clerical","Not in family","White","Male",3674,0,40,"<=50K","United States"
40,"Private","Masters","Married civ spouse","Prof specialty","Husband","White","Male",7688,0,40,">50K","United States"
33,"Private","Bachelors","Married civ spouse","Sales","Husband","White","Male",0,0,55,">50K","United States"
38,"Self emp not inc","Some to college","Divorced","Machine op inspct","Unmarried","White","Male",0,0,40,"<=50K","United States"
50,"Self emp not inc","Assoc to voc","Never married","Other service","Not in family","White","Male",0,0,50,"<=50K","United States"
66,"Private","Some to college","Married civ spouse","Tech support","Husband","White","Male",0,0,40,">50K","United States"
36,"Local gov","Some to college","Married civ spouse","Protective serv","Husband","White","Male",0,0,40,">50K","United States"
33,"Private","11th","Never married","Sales","Not in family","White","Female",0,0,40,"<=50K","United States"
